I (3488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (14998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (15998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (16998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (17978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (18978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (19988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (20988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (21988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (22988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (23988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24778) main: ADC0:    0; DAC0:    0; PID: 21.755001
